Date,Open,High,Low,Close,Adj Close,Volume
1994-10-24,14.500000,15.250000,14.437500,15.000000,9.386355,597000
1994-10-31,15.062500,15.062500,14.500000,14.625000,9.151698,269000
1994-11-07,14.625000,14.625000,14.062500,14.125000,8.838819,313400
1994-11-14,14.187500,14.187500,13.750000,13.812500,8.643271,234600
1994-11-21,13.812500,13.812500,13.312500,13.625000,8.525939,420800
1994-11-28,13.625000,13.812500,13.500000,13.500000,8.517117,182600
1994-12-05,13.625000,13.687500,12.875000,12.875000,8.122807,322200
1994-12-12,12.812500,13.250000,12.687500,13.250000,8.359392,200800
1994-12-19,13.250000,13.875000,13.000000,13.875000,8.753701,364000
1994-12-26,13.875000,14.250000,13.500000,14.250000,8.990288,93800
1995-01-02,14.250000,14.250000,13.312500,13.500000,8.517117,453600
1995-01-09,13.625000,13.625000,13.000000,13.312500,8.398823,139800
1995-01-16,13.375000,13.375000,13.062500,13.187500,8.319961,171200
1995-01-23,13.187500,14.062500,13.062500,13.875000,8.753701,193000
1995-01-30,13.875000,13.875000,13.687500,13.812500,8.714276,279000
1995-02-06,13.812500,13.812500,12.000000,12.937500,8.162236,1356400
1995-02-13,12.937500,13.062500,12.437500,12.937500,8.162236,621400
1995-02-20,13.062500,13.187500,12.875000,13.062500,8.241097,198200
1995-02-27,13.000000,13.000000,12.625000,12.750000,8.112926,439400
1995-03-06,12.750000,12.750000,12.375000,12.437500,7.914077,254800
1995-03-13,12.375000,12.875000,12.000000,12.750000,8.112926,543200
1995-03-20,12.625000,13.000000,12.312500,12.500000,7.953842,145600
1995-03-27,12.437500,13.062500,12.437500,13.062500,8.311765,213200
1995-04-03,13.000000,13.125000,12.750000,13.125000,8.351537,270600
1995-04-10,13.062500,13.375000,13.062500,13.125000,8.351537,641800
1995-04-17,13.125000,13.125000,11.875000,12.000000,7.635691,867000
1995-04-24,12.000000,12.312500,11.687500,11.937500,7.595927,1226000
1995-05-01,11.875000,12.562500,11.687500,12.437500,7.914077,1085600
1995-05-08,12.375000,12.937500,12.375000,12.937500,8.232230,622800
1995-05-15,12.875000,13.000000,12.687500,12.875000,8.192462,665800
1995-05-22,12.875000,13.000000,12.687500,12.937500,8.232230,296200
1995-05-29,12.937500,13.187500,11.937500,12.000000,7.701815,1103600
1995-06-05,11.875000,11.937500,11.062500,11.312500,7.260565,882400
1995-06-12,11.312500,11.500000,10.937500,11.000000,7.059998,528200
1995-06-19,10.875000,11.187500,10.687500,10.937500,7.019881,590400
1995-06-26,10.875000,11.250000,10.875000,11.000000,7.059998,509000
1995-07-03,10.937500,11.125000,10.750000,11.125000,7.140224,384800
1995-07-10,11.125000,11.687500,11.000000,11.625000,7.461133,674200
1995-07-17,11.562500,11.937500,11.375000,11.437500,7.340795,386400
1995-07-24,11.312500,11.625000,11.000000,11.062500,7.100109,298800
1995-07-31,11.125000,11.125000,10.687500,10.812500,6.939658,569400
1995-08-07,10.687500,11.125000,10.625000,11.000000,7.059998,360000
1995-08-14,10.937500,11.437500,10.812500,11.250000,7.220456,549800
1995-08-21,11.250000,11.312500,11.062500,11.187500,7.180338,565800
1995-08-28,11.187500,11.250000,10.750000,10.750000,6.968836,262200
1995-09-04,10.812500,11.500000,10.750000,11.312500,7.371371,386800
1995-09-11,11.312500,11.312500,11.062500,11.312500,7.371371,463200
1995-09-18,11.312500,11.937500,11.187500,11.750000,7.656450,381000
1995-09-25,11.875000,12.187500,11.687500,12.125000,7.900805,315000
1995-10-02,12.062500,12.062500,11.375000,11.562500,7.534274,322000
1995-10-09,11.625000,11.687500,11.250000,11.625000,7.575001,302800
1995-10-16,11.625000,11.875000,11.625000,11.625000,7.575001,128600
1995-10-23,11.625000,11.812500,11.562500,11.812500,7.697180,196400
1995-10-30,11.750000,12.125000,11.500000,12.125000,7.900805,264000
1995-11-06,12.187500,12.250000,12.062500,12.187500,7.941533,118600
1995-11-13,12.250000,12.625000,12.000000,12.250000,7.982259,430000
1995-11-20,12.312500,12.312500,12.000000,12.062500,7.860079,161400
1995-11-27,12.062500,12.375000,11.812500,11.812500,7.697180,199600
1995-12-04,11.875000,12.250000,11.375000,12.000000,7.902369,428400
1995-12-11,11.937500,11.937500,11.375000,11.500000,7.573105,174400
1995-12-18,11.375000,11.375000,10.687500,10.937500,7.202679,557200
1995-12-25,10.937500,11.000000,10.437500,11.000000,7.243840,402000
1996-01-01,10.937500,11.437500,10.937500,11.062500,7.285000,199600
1996-01-08,11.062500,11.187500,10.937500,11.000000,7.243840,167400
1996-01-15,11.000000,11.312500,10.875000,11.187500,7.367314,121600
1996-01-22,11.187500,11.187500,10.750000,10.937500,7.202679,267400
1996-01-29,10.875000,11.437500,10.875000,11.437500,7.531951,365000
1996-02-05,11.312500,12.125000,11.062500,12.062500,7.943526,669800
1996-02-12,12.062500,12.500000,12.062500,12.375000,8.149320,579000
1996-02-19,12.312500,12.312500,11.812500,12.250000,8.067003,178600
1996-02-26,12.312500,12.312500,11.687500,11.875000,7.820058,202400
1996-03-04,11.875000,12.500000,11.875000,11.875000,7.906614,295000
1996-03-11,11.875000,12.125000,11.750000,11.875000,7.906614,588800
1996-03-18,11.875000,11.875000,11.562500,11.812500,7.864999,256800
1996-03-25,11.937500,12.312500,11.562500,12.187500,8.114679,161200
1996-04-01,12.250000,12.437500,12.000000,12.312500,8.197906,104600
1996-04-08,12.250000,13.062500,12.000000,12.812500,8.530823,728600
1996-04-15,12.812500,13.312500,12.812500,13.312500,8.863730,276400
1996-04-22,13.375000,14.187500,13.187500,14.062500,9.363091,653400
1996-04-29,14.000000,14.187500,13.875000,14.062500,9.363091,527600
1996-05-06,14.062500,14.062500,13.687500,14.062500,9.363091,232200
1996-05-13,14.000000,14.187500,14.000000,14.062500,9.363091,120800
1996-05-20,14.062500,14.187500,14.000000,14.125000,9.404705,191000
1996-05-27,14.000000,14.500000,14.000000,14.375000,9.571160,110000
1996-06-03,14.312500,14.562500,14.250000,14.375000,9.660071,128600
1996-06-10,14.375000,14.437500,14.187500,14.187500,9.534069,479200
1996-06-17,14.125000,14.187500,13.562500,13.562500,9.114064,219600
1996-06-24,13.562500,14.250000,13.500000,14.250000,9.576062,279600
1996-07-01,14.125000,14.250000,13.937500,13.937500,9.366067,353800
1996-07-08,13.875000,13.875000,13.000000,13.000000,8.736056,488200
1996-07-15,13.000000,13.062500,12.250000,12.250000,8.232059,197000
1996-07-22,12.250000,12.437500,11.437500,12.000000,8.064057,361600
1996-07-29,12.000000,12.750000,12.000000,12.687500,8.526056,200200
1996-08-05,12.687500,13.000000,12.687500,13.000000,8.736056,90400
1996-08-12,13.000000,13.000000,12.875000,12.937500,8.694063,152800
1996-08-19,12.875000,13.187500,12.875000,13.125000,8.820062,75000
1996-08-26,13.125000,13.250000,13.000000,13.187500,8.862062,149200
1996-09-02,13.125000,13.375000,13.062500,13.312500,8.946062,64800
1996-09-09,13.312500,13.500000,13.250000,13.500000,9.072063,110400
1996-09-16,13.500000,13.500000,13.187500,13.375000,9.083138,279800
1996-09-23,13.250000,13.375000,13.125000,13.312500,9.040694,82000
1996-09-30,13.250000,13.500000,13.250000,13.312500,9.040694,207200
1996-10-07,13.312500,13.625000,13.250000,13.625000,9.252917,131400
1996-10-14,13.562500,13.562500,13.187500,13.375000,9.083138,199800
1996-10-21,13.312500,13.500000,13.250000,13.250000,8.998245,401400
1996-10-28,13.250000,13.500000,13.125000,13.312500,9.040694,294400
1996-11-04,13.250000,13.625000,12.750000,13.500000,9.168028,175000
1996-11-11,13.562500,13.562500,12.937500,13.000000,8.828469,147000
1996-11-18,13.000000,13.062500,12.625000,12.750000,8.658693,179000
1996-11-25,12.812500,13.062500,12.812500,12.937500,8.786025,1718000
1996-12-02,12.875000,13.000000,12.687500,12.812500,8.795863,257000
1996-12-09,12.750000,12.937500,12.625000,12.625000,8.667146,146000
1996-12-16,12.625000,12.625000,11.750000,12.000000,8.238080,773400
1996-12-23,12.000000,12.000000,11.500000,11.750000,8.066446,470400
1996-12-30,11.687500,12.125000,11.687500,12.000000,8.238080,341600
1997-01-06,12.000000,12.500000,11.812500,11.875000,8.152263,655000
1997-01-13,11.875000,11.937500,11.625000,11.812500,8.109357,374800
1997-01-20,11.812500,12.187500,11.750000,12.062500,8.280983,1037800
1997-01-27,12.062500,13.250000,12.000000,13.187500,9.053304,953600
1997-02-03,13.125000,14.375000,13.062500,13.750000,9.439464,906200
1997-02-10,13.750000,14.375000,13.125000,14.250000,9.782714,2187000
1997-02-17,14.312500,14.312500,13.875000,14.000000,9.611088,796800
1997-02-24,13.875000,14.875000,13.812500,14.625000,10.040155,1223000
1997-03-03,14.625000,15.437500,14.437500,15.312500,10.512130,966800
1997-03-10,15.312500,15.562500,15.125000,15.437500,10.696540,720600
1997-03-17,15.375000,16.437500,15.062500,15.937500,11.042991,1767400
1997-03-24,15.937500,16.062500,15.500000,15.500000,10.739849,633200
1997-03-31,15.437500,15.750000,15.250000,15.312500,10.609933,700000
1997-04-07,15.312500,15.625000,15.187500,15.250000,10.566627,672200
1997-04-14,15.125000,15.875000,14.937500,15.875000,10.999681,563000
1997-04-21,15.875000,16.062500,15.562500,15.937500,11.042991,422800
1997-04-28,15.875000,15.937500,15.625000,15.812500,10.956378,318400
1997-05-05,15.812500,16.312500,15.562500,16.312500,11.302828,818400
1997-05-12,16.437500,17.062500,16.375000,16.812500,11.649270,915000
1997-05-19,16.812500,17.312500,16.687500,17.187500,11.909106,616600
1997-05-26,17.187500,17.625000,17.125000,17.437500,12.082334,145000
1997-06-02,17.437500,17.875000,17.437500,17.687500,12.354393,1103400
1997-06-09,17.750000,18.125000,17.625000,18.125000,12.659975,462600
1997-06-16,18.125000,19.687500,18.125000,18.812500,13.140185,4287600
1997-06-23,18.812500,19.000000,16.812500,17.312500,12.092460,2097200
1997-06-30,17.468750,17.937500,17.218750,17.937500,12.529010,506200
1997-07-07,18.000000,18.437500,17.937500,18.000000,12.572670,744800
1997-07-14,18.000000,18.062500,17.687500,17.687500,12.354393,371600
1997-07-21,17.625000,19.625000,17.343750,18.406250,12.856429,2800800
1997-07-28,18.625000,20.375000,18.625000,19.468750,13.598561,1876200
1997-08-04,19.468750,20.125000,18.750000,19.062500,13.314799,2495200
1997-08-11,18.937500,20.281250,18.937500,20.000000,13.969625,1475600
1997-08-18,19.937500,20.000000,19.343750,19.562500,13.664045,628400
1997-08-25,19.562500,21.062500,19.562500,20.437500,14.275214,697200
1997-09-01,20.406250,20.718750,19.937500,20.187500,14.202644,530600
1997-09-08,20.062500,22.000000,20.031250,21.500000,15.126042,5304600
1997-09-15,21.562500,21.875000,20.968750,21.781250,15.323914,2111200
1997-09-22,21.812500,22.937500,21.500000,21.500000,15.126042,1808600
1997-09-29,21.531250,22.125000,21.250000,21.875000,15.389863,1392200
1997-10-06,21.937500,22.156250,21.625000,22.000000,15.477806,1349800
1997-10-13,21.968750,22.437500,21.937500,22.187500,15.609723,574000
1997-10-20,22.187500,23.125000,22.062500,22.843750,16.071421,814600
1997-10-27,22.750000,24.250000,20.812500,23.218750,16.335247,1496400
1997-11-03,23.250000,23.812500,22.500000,22.718750,15.983470,923200
1997-11-10,22.687500,22.937500,22.375000,22.625000,15.917521,467000
1997-11-17,22.750000,24.000000,22.750000,24.000000,16.884880,1501000
1997-11-24,24.000000,24.031250,23.375000,24.000000,16.884880,781200
1997-12-01,24.000000,24.468750,23.812500,24.281250,17.082756,1649400
1997-12-08,24.250000,24.562500,23.875000,23.937500,16.840908,890200
1997-12-15,23.937500,24.750000,23.625000,24.125000,16.972818,2471000
1997-12-22,24.125000,24.968750,24.125000,24.718750,17.496994,1004600
1997-12-29,24.781250,26.812500,24.781250,26.250000,18.580873,2207200
1998-01-05,26.250000,26.250000,24.937500,25.000000,17.696074,2252400
1998-01-12,24.968750,26.500000,24.812500,26.187500,18.536638,1075600
1998-01-19,26.093750,26.781250,25.531250,25.562500,18.094236,835600
1998-01-26,25.562500,26.718750,24.875000,26.187500,18.536638,2180000
1998-02-02,26.312500,27.375000,25.656250,27.187500,19.244488,1835400
1998-02-09,26.937500,27.375000,24.750000,24.968750,17.673954,2961000
1998-02-16,24.968750,26.406250,24.750000,26.312500,18.625120,2786600
1998-02-23,26.375000,27.625000,26.250000,27.375000,19.377207,1559600
1998-03-02,27.500000,28.843750,27.437500,28.781250,20.485889,10032400
1998-03-09,28.718750,30.437500,28.375000,29.906250,21.286650,2780800
1998-03-16,29.906250,32.500000,29.906250,32.468750,23.110582,2857000
1998-03-23,32.468750,35.062500,32.437500,34.593750,24.623108,5466800
1998-03-30,35.000000,36.468750,34.218750,35.875000,25.535069,3489000
1998-04-06,36.000000,36.000000,33.812500,34.375000,24.467411,2103200
1998-04-13,34.812500,36.187500,33.968750,35.843750,25.512833,1693600
1998-04-20,35.968750,36.250000,32.625000,34.031250,24.222725,2097600
1998-04-27,33.562500,35.093750,32.687500,34.250000,24.378433,3586400
1998-05-04,34.312500,34.625000,33.468750,33.656250,23.955814,1450000
1998-05-11,34.062500,34.750000,33.718750,34.375000,24.467411,1233800
1998-05-18,34.875000,35.437500,32.875000,35.250000,25.090216,2192200
1998-05-25,36.187500,36.187500,34.500000,34.843750,24.801054,1436000
1998-06-01,34.875000,35.906250,34.468750,35.750000,25.555429,1446600
1998-06-08,35.687500,37.750000,35.687500,36.531250,26.113899,1083800
1998-06-15,36.000000,36.687500,35.406250,36.312500,25.957531,835600
1998-06-22,36.406250,39.875000,36.406250,38.437500,27.476561,2526400
1998-06-29,38.562500,40.937500,38.562500,40.062500,28.638172,1422600
1998-07-06,40.062500,41.875000,39.875000,41.468750,29.643412,948000
1998-07-13,41.500000,43.187500,41.281250,43.125000,30.827353,2298400
1998-07-20,43.250000,43.906250,39.437500,40.281250,28.794535,1310400
1998-07-27,39.875000,40.250000,36.875000,37.375000,26.717037,4588600
1998-08-03,38.000000,38.000000,32.250000,36.500000,26.091560,2172700
1998-08-10,36.500000,36.500000,30.125000,30.812500,22.025923,1855100
1998-08-17,30.687500,33.500000,28.000000,33.312500,23.813013,4680400
1998-08-24,33.312500,33.625000,27.000000,28.562500,20.417542,2105400
1998-08-31,28.562500,28.812500,23.125000,27.312500,19.582012,3818200
1998-09-07,29.000000,30.125000,27.437500,28.437500,20.388590,2317800
1998-09-14,28.875000,31.187500,28.250000,29.000000,20.791885,2525700
1998-09-21,28.750000,28.875000,26.250000,27.687500,19.850880,1864100
1998-09-28,27.312500,27.812500,20.000000,21.500000,15.414679,3168700
1998-10-05,21.750000,23.750000,17.000000,20.437500,14.652901,5447800
1998-10-12,21.750000,24.500000,21.250000,23.625000,16.938221,4020800
1998-10-19,23.687500,27.750000,23.687500,25.187500,18.058472,3585300
1998-10-26,25.250000,28.000000,25.000000,27.875000,19.985306,3321600
1998-11-02,28.625000,30.750000,27.750000,30.625000,21.956945,3033000
1998-11-09,29.500000,29.875000,26.562500,27.125000,19.447582,3534700
1998-11-16,27.125000,28.312500,25.500000,28.187500,20.209356,2510400
1998-11-23,28.125000,31.375000,28.000000,30.125000,21.598461,2100300
1998-11-30,30.062500,31.750000,29.687500,31.562500,22.629099,2401500
1998-12-07,32.500000,34.125000,31.812500,32.250000,23.122015,3513700
1998-12-14,32.000000,32.187500,29.750000,31.250000,22.405045,3997200
1998-12-21,31.500000,35.437500,31.375000,35.250000,25.346781,1198700
1998-12-28,35.000000,37.125000,34.312500,37.000000,26.605139,978000
1999-01-04,36.500000,39.187500,35.125000,38.312500,27.548882,2254500
1999-01-11,38.312500,38.312500,34.125000,35.875000,25.796183,1905600
1999-01-18,36.375000,39.375000,35.250000,37.000000,26.605139,1385000
1999-01-25,37.000000,40.000000,37.000000,39.750000,28.582541,1811300
1999-02-01,39.687500,40.250000,34.375000,34.562500,24.852419,3059600
1999-02-08,34.812500,36.000000,32.750000,33.625000,24.178308,1346100
1999-02-15,33.375000,34.500000,31.375000,33.812500,24.313135,1897000
1999-02-22,34.062500,35.375000,32.187500,33.187500,23.863731,1767500
1999-03-01,33.125000,36.000000,31.750000,36.000000,25.955025,1218500
1999-03-08,36.000000,39.000000,34.125000,37.000000,26.676010,2871400
1999-03-15,37.000000,37.625000,35.625000,35.875000,25.864901,1881700
1999-03-22,35.875000,36.625000,33.750000,36.500000,26.315510,1644900
1999-03-29,36.937500,39.125000,36.250000,38.750000,27.937706,1139000
1999-04-05,39.125000,39.500000,37.437500,39.500000,28.478434,2225400
1999-04-12,39.375000,40.000000,35.250000,36.000000,25.955025,1996200
1999-04-19,36.062500,38.500000,31.875000,38.125000,27.487099,3725000
1999-04-26,37.500000,37.562500,34.562500,36.937500,26.630943,2360900
1999-05-03,37.000000,38.312500,36.312500,37.625000,27.196333,980400
1999-05-10,37.625000,39.750000,36.375000,38.000000,27.467375,994700
1999-05-17,37.750000,44.500000,37.562500,41.125000,29.726233,2941400
1999-05-24,41.250000,41.250000,37.000000,39.125000,28.280571,1994600
1999-05-31,39.000000,42.625000,38.062500,41.000000,29.706682,1899500
1999-06-07,41.000000,44.500000,40.000000,43.687500,31.653925,2138300
1999-06-14,43.562500,44.000000,42.000000,43.687500,31.653925,1369800
1999-06-21,43.937500,44.437500,42.125000,43.000000,31.155804,1844000
1999-06-28,42.125000,44.000000,42.125000,43.625000,31.608646,1502600
1999-07-05,43.750000,46.625000,43.750000,44.375000,32.152073,1754600
1999-07-12,44.375000,44.875000,42.250000,43.062500,31.201065,1750800
1999-07-19,43.125000,46.500000,41.062500,45.750000,33.148323,2018500
1999-07-26,45.625000,49.000000,44.875000,47.000000,34.054001,3769900
1999-08-02,46.750000,47.000000,44.562500,46.062500,33.374733,1096200
1999-08-09,46.250000,49.187500,44.375000,48.687500,35.276695,1318000
1999-08-16,48.437500,51.125000,47.125000,49.875000,36.137100,924200
1999-08-23,50.125000,51.625000,47.562500,47.750000,34.597424,816200
1999-08-30,48.000000,48.187500,42.125000,45.125000,32.695480,3021800
1999-09-06,45.750000,46.875000,42.750000,42.750000,30.974653,1756400
1999-09-13,42.750000,47.125000,42.250000,47.000000,34.134758,2657400
1999-09-20,46.500000,48.375000,45.562500,46.250000,33.590054,5522200
1999-09-27,46.125000,46.187500,43.250000,45.125000,32.773003,2606400
1999-10-04,45.250000,46.937500,44.500000,46.375000,33.680832,1870900
1999-10-11,47.000000,48.000000,44.312500,45.250000,32.863773,1618000
1999-10-18,45.312500,49.937500,42.625000,49.062500,35.632690,2940800
1999-10-25,49.312500,53.187500,48.437500,53.062500,38.537788,5329900
1999-11-01,52.875000,55.875000,48.250000,49.562500,35.995831,3706200
1999-11-08,49.375000,53.750000,48.562500,51.687500,37.539150,1942000
1999-11-15,51.437500,58.875000,51.437500,54.250000,39.400215,1618500
1999-11-22,54.500000,54.812500,49.500000,50.937500,36.994446,922500
1999-11-29,50.937500,53.187500,48.500000,52.500000,38.129238,1484400
1999-12-06,52.375000,54.000000,45.500000,49.750000,36.212677,4502700
1999-12-13,49.125000,50.250000,45.562500,46.750000,34.028999,4771300
1999-12-20,46.500000,48.000000,46.000000,47.500000,34.574913,1485300
1999-12-27,47.250000,49.625000,45.312500,49.312500,35.894226,1219400
2000-01-03,49.062500,49.500000,44.500000,49.250000,35.848717,2380700
2000-01-10,49.500000,56.375000,49.250000,55.687500,40.534546,2395300
2000-01-17,55.000000,55.875000,53.125000,53.750000,39.124260,1656900
2000-01-24,54.125000,55.187500,50.750000,51.375000,37.395512,5961500
2000-01-31,50.937500,50.937500,46.000000,47.687500,34.711388,3381700
2000-02-07,47.687500,47.687500,41.500000,41.750000,30.389532,2924800
2000-02-14,41.875000,41.875000,35.562500,36.500000,26.568102,8791800
2000-02-21,37.000000,37.625000,33.187500,33.937500,24.702873,1604200
2000-02-28,34.000000,36.625000,26.125000,29.000000,21.108902,14301000
2000-03-06,29.250000,29.875000,26.500000,26.875000,19.625744,3945200
2000-03-13,26.625000,33.000000,25.312500,28.687500,20.949329,7060400
2000-03-20,28.750000,31.187500,27.875000,30.750000,22.455492,3479100
2000-03-27,31.187500,31.187500,28.000000,28.000000,20.447273,2269400
2000-04-03,28.187500,28.312500,25.562500,26.062500,19.032404,4118000
2000-04-10,26.062500,26.375000,22.937500,23.000000,16.795975,2804100
2000-04-17,23.437500,25.187500,22.500000,24.500000,17.891367,2292600
2000-04-24,24.625000,24.625000,19.812500,20.812500,15.198532,6305500
2000-05-01,21.500000,24.437500,20.500000,23.062500,16.841619,4868700
2000-05-08,23.062500,23.687500,22.062500,23.000000,16.795975,1954900
2000-05-15,23.250000,25.187500,23.000000,24.000000,17.526241,2529700
2000-05-22,24.125000,24.125000,22.125000,23.250000,16.978542,1848400
2000-05-29,23.875000,25.000000,23.125000,24.187500,17.663162,2661000
2000-06-05,23.625000,24.125000,22.250000,22.750000,16.613417,1674600
2000-06-12,22.687500,22.750000,20.500000,21.062500,15.451373,3165600
2000-06-19,20.812500,21.187500,16.125000,17.250000,12.654534,8408200
2000-06-26,17.312500,19.250000,17.250000,18.500000,13.571534,5333400
2000-07-03,18.625000,20.437500,18.625000,20.250000,14.855322,1197600
2000-07-10,20.062500,20.750000,19.250000,19.875000,14.580228,2127700
2000-07-17,19.750000,19.750000,18.562500,19.437500,14.259280,1292900
2000-07-24,19.500000,20.312500,19.062500,19.625000,14.396832,2847200
2000-07-31,19.812500,20.250000,19.187500,20.250000,14.855322,1276100
2000-08-07,20.250000,25.250000,19.937500,25.062500,18.385756,3681200
2000-08-14,25.312500,25.937500,24.187500,24.562500,18.018957,2694300
2000-08-21,24.125000,25.500000,23.062500,23.312500,17.101965,2109300
2000-08-28,23.312500,23.437500,21.625000,22.937500,16.826859,2212700
2000-09-04,22.562500,23.875000,22.125000,22.687500,16.643463,938800
2000-09-11,22.437500,24.937500,22.250000,24.500000,17.973103,2099800
2000-09-18,24.000000,25.750000,22.375000,25.000000,18.446489,3871900
2000-09-25,25.250000,25.750000,24.000000,25.740000,18.992508,1595100
2000-10-02,25.730000,26.889999,24.950001,26.270000,19.383566,1175900
2000-10-09,26.110001,26.129999,22.299999,23.510000,17.347075,2511100
2000-10-16,21.750000,22.980000,20.549999,21.150000,15.605725,4873300
2000-10-23,21.299999,21.750000,19.820000,20.049999,14.794082,3872000
2000-10-30,20.200001,22.500000,20.180000,22.000000,16.232906,3255300
